first_name,group_name,classification,frequency_female,frequency_male,frequency_total,frequency_group,ratio,alternative_names
"ABISAEL","ABISAEL","M","",50,50,114,1,"ABIZAEL|ADISOL"
"ABISAGUE","ABISAGUE","F",44,"",44,67,1,"ABIZAGUE"
"ABISAI","ABISAI","M","",78,78,214,1,"ABISAIR|ABIZAI|ABIZAIR|ADISIA|ADIZIA"
"ABISAIR","ABISAI","M","",41,41,214,1,"ABISAI|ABIZAI|ABIZAIR|ADISIA|ADIZIA"
"ABISALAO","ABISALAO","M","",80,80,80,1,""
"ABISMAEL","ABISMAEL","M","",76,76,76,1,""
"ABISON","ADISON","M","",27,27,6085,1,"ADEISOM|ADEISON|ADISOM|ADISON|ADIZON|ADYSON|HADISON"
"ABISSALAO","ABISSALAO","M","",25,25,25,1,""
"ABIUDE","ABIUDE","M",54,62,116,149,0.53,"ADEIUDE"
"ABIZAEL","ABISAEL","M","",43,43,114,1,"ABISAEL|ADISOL"
"ABIZAGUE","ABISAGUE","F",23,"",23,67,1,"ABISAGUE"
"ABIZAI","ABISAI","M","",32,32,214,1,"ABISAI|ABISAIR|ABIZAIR|ADISIA|ADIZIA"
"ABKEILA","ABKEILA","F",40,"",40,40,1,""
"ABLA","ADELAR","F",72,"",72,20461,1,"ABELA|ABELAR|ABILA|ABILHA|ADAILA|ADALA|ADALHA|ADEILA|ADELA|ADELAR|ADELHA|ADILA|ADILAR|ADILHA|ADLA|ADLAR|ADOLAR|ADYLA|HADILA|HADLA"
"ABLENE","ADILENE","F",96,"",96,3996,1,"ABILENE|ADALENE|ADELENE|ADILENE|ADLENE"
"ABLIO","ABILIO","M","",36,36,25665,1,"ABELIO|ABILHIO|ABILIO|ADAELIO|ADAILIO|ADALIO|ADELIO|ADILHIO|ADILIO|ADLIO|ADUILIO"
"ABLO","ADILHO","M","",25,25,2849,1,"ABELO|ABELOR|ABILHO|ABILO|ADAILO|ADALHO|ADALO|ADELHO|ADELO|ADELOR|ADILHO|ADILO|ADILOR|ADUILO"
"ABMAEL","ABMAEL","M","",3091,3091,3308,1,"ADMAEL|ADMIL"
"ABMAILSON","ADMILSON","M","",20,20,12527,1,"ADMILSOM|ADMILSON|ADMLSON"
"ABMAR","ADMAR","M","",28,28,4374,1,"ADHMAR|ADMA|ADMAR"
"ABMARIO","ADMARIO","M","",26,26,237,1,"ADMARIO"
"ABNA","ADNA","F",81,"",81,7191,1,"ADNA|ADNAR|ADNNA|HADNA"
"ABNADAB","ABNADAB","M","",67,67,67,1,""
"ABNADABE","ABNADABE","M","",151,151,151,1,""
"ABNAEL","ADNAEL","M","",307,307,1051,1,"ABNEL|ABNOEL|ADNAEL|ADNEL|ADNIL|ADNOEL"
"ABNAIR","ADNAIR","M",23,25,48,274,0.52,"ADNAI|ADNAIR"
"ABNALDO","ADNALDO","M","",81,81,1789,1,"ABNILDO|ADNAILDO|ADNALDO|ADNILDO"
"ABNE","ABNER","M",40,795,835,14133,0.95,"ABHNER|ABNER|ABNNER|ADNE|ADNER|HABNER"
"ABNEI","ADNEI","M","",28,28,1260,1,"ABNI|ABNIR|ADNEI|ADNEY|ADNI|ADNIR|ADNY"
"ABNEL","ADNAEL","M","",139,139,1051,1,"ABNAEL|ABNOEL|ADNAEL|ADNEL|ADNIL|ADNOEL"
"ABNER","ABNER","M",150,12421,12571,14133,0.99,"ABHNER|ABNE|ABNNER|ADNE|ADNER|HABNER"
"ABNES","ADNES","M","",26,26,82,1,"ADNES"
"ABNI","ADNEI","M","",62,62,1260,1,"ABNEI|ABNIR|ADNEI|ADNEY|ADNI|ADNIR|ADNY"
"ABNILDO","ADNALDO","M","",29,29,1789,1,"ABNALDO|ADNAILDO|ADNALDO|ADNILDO"
"ABNILSON","ADNILSON","M","",36,36,3053,1,"ADNAELSON|ADNAILSON|ADNELSON|ADNILSOM|ADNILSON|ADNOELSON"
"ABNIR","ADNEI","M","",38,38,1260,1,"ABNEI|ABNI|ADNEI|ADNEY|ADNI|ADNIR|ADNY"
"ABNNER","ABNER","M","",80,80,14133,1,"ABHNER|ABNE|ABNER|ADNE|ADNER|HABNER"
"ABNOAM","ABNOAN","F",27,"",27,221,1,"ABNOAN"
"ABNOAN","ABNOAN","F",100,94,194,221,0.52,"ABNOAM"
"ABNOEL","ADNAEL","M","",37,37,1051,1,"ABNAEL|ABNEL|ADNAEL|ADNEL|ADNIL|ADNOEL"
"ABNOR","ADNO","M","",22,22,294,1,"ADNO|ADNOR"
"ABRAA","ADRA","M","",168,168,369,1,"ADRA"
"ABRAAM","ABRAHAM","M","",21,21,670,1,"ABRAAN|ABRAHAM|ABRAHAN|ABRAM|ABRAN|ADRAN"
"ABRAAN","ABRAHAM","M","",51,51,670,1,"ABRAAM|ABRAHAM|ABRAHAN|ABRAM|ABRAN|ADRAN"
"ABRAAO","ABRAAO","M",111,21061,21172,32296,0.99,"AABRAO|ABRAHAO|ABRAO|ABRHAO|ABRRAO|ADRAAO|ADRAO|HABRAAO|HABRAO"
"ABRAHAM","ABRAHAM","M","",236,236,670,1,"ABRAAM|ABRAAN|ABRAHAN|ABRAM|ABRAN|ADRAN"
"ABRAHAN","ABRAHAM","M","",71,71,670,1,"ABRAAM|ABRAAN|ABRAHAM|ABRAM|ABRAN|ADRAN"
"ABRAHAO","ABRAAO","M","",859,859,32296,1,"AABRAO|ABRAAO|ABRAO|ABRHAO|ABRRAO|ADRAAO|ADRAO|HABRAAO|HABRAO"
"ABRAHIM","ADRIAN","M","",47,47,34707,1,"ABRAIM|ABRAIN|ADRIAM|ADRIAN|ADRIANN|ADRYAM|ADRYAN|ADRYANN|HADRIAN|HADRYAN"
"ABRAIM","ADRIAN","M","",179,179,34707,1,"ABRAHIM|ABRAIN|ADRIAM|ADRIAN|ADRIANN|ADRYAM|ADRYAN|ADRYANN|HADRIAN|HADRYAN"
"ABRAIN","ADRIAN","M","",148,148,34707,1,"ABRAHIM|ABRAIM|ADRIAM|ADRIAN|ADRIANN|ADRYAM|ADRYAN|ADRYANN|HADRIAN|HADRYAN"
"ABRAM","ABRAHAM","M","",90,90,670,1,"ABRAAM|ABRAAN|ABRAHAM|ABRAHAN|ABRAN|ADRAN"
"ABRAMO","ABRAMO","M","",141,141,141,1,""
"ABRAN","ABRAHAM","M","",63,63,670,1,"ABRAAM|ABRAAN|ABRAHAM|ABRAHAN|ABRAM|ADRAN"
"ABRANTES","ABRANTES","M","",31,31,31,1,""
"ABRAO","ABRAAO","M",60,9935,9995,32296,0.99,"AABRAO|ABRAAO|ABRAHAO|ABRHAO|ABRRAO|ADRAAO|ADRAO|HABRAAO|HABRAO"
"ABREL","ADRIEL","M","",30,30,28989,1,"ABRIEL|ABRIL|ADREIL|ADREL|ADRIAL|ADRIEL|ADRIL|ADRYEL|HABRIEL|HADRIEL"
"ABRELINA","ADRELINA","F",143,"",143,740,1,"ABRILINA|ADRELINA"
"ABRELINO","ABRELINO","M","",701,701,1091,1,"ABRILINO|ADRELINO"
"ABREU","ABREU","M",27,262,289,289,0.91,""
"ABRHAO","ABRAAO","M","",75,75,32296,1,"AABRAO|ABRAAO|ABRAHAO|ABRAO|ABRRAO|ADRAAO|ADRAO|HABRAAO|HABRAO"
"ABRIANA","ADRIANA","F",39,"",39,568459,1,"AADRIANA|ADRAINA|ADRIANA|ADRIANNA|ADRRIANA|ADRYANA|ADRYANNA"
"ABRIANO","ADRIANO","M","",25,25,338554,1,"AADRIANO|ADRIANNO|ADRIANO|ADRYANO"
"ABRICIO","ADRICIO","M","",44,44,152,1,"ADRICIO"
"ABRIEL","ADRIEL","M","",690,690,28989,1,"ABREL|ABRIL|ADREIL|ADREL|ADRIAL|ADRIEL|ADRIL|ADRYEL|HABRIEL|HADRIEL"
"ABRIELA","ADRIELA","F",317,"",317,1325,1,"ADRIELA|ADRILA"
"ABRIELE","ADRIELE","F",143,"",143,67395,1,"ADREIELE|ADREILE|ADRELE|ADRIALE|ADRIELE|ADRIELHE|ADRILE|ADRYELE|HADRIELE"
"ABRIELI","ADRIELI","F",57,"",57,26184,1,"ADRELI|ADRELY|ADRIELI|ADRIELY|ADRILEI|ADRILI|ADRILY|ADRYELI|ADRYELY"
"ABRILINA","ADRELINA","F",74,"",74,740,1,"ABRELINA|ADRELINA"
"ABRILINO","ABRELINO","M","",183,183,1091,1,"ABRELINO|ADRELINO"
"ABRRAO","ABRAAO","M","",30,30,32296,1,"AABRAO|ABRAAO|ABRAHAO|ABRAO|ABRHAO|ADRAAO|ADRAO|HABRAAO|HABRAO"
"ABSAEL","ABSAEL","M","",27,27,27,1,"ABSAIL"
"ABSAI","ABSAIR","M","",41,41,181,1,"ABSAIR"
"ABSAIR","ABSAIR","M","",140,140,181,1,"ABSAI"
"ABSALAO","ABSALAO","M","",425,425,425,1,""
"ABSALON","ABSOLON","M","",77,77,292,1,"ABSOLOM|ABSOLON"
"ABSOLOM","ABSOLON","M","",25,25,292,1,"ABSALON|ABSOLON"
"ABSOLON","ABSOLON","M","",190,190,292,1,"ABSALON|ABSOLOM"
"ABSON","ADSON","M","",226,226,13436,1,"ADSOM|ADSON|ADZON|HADSON"
"ABUD","ABUD","M","",31,31,31,1,""
"ABYMAEL","ABIMAEL","M","",25,25,7798,1,"ABIMAEL|ABIMAIL|ABIMAL|ABIMEL|ADIMAEL"
"ABYNER","ABINER","M","",33,33,1582,1,"ABINE|ABINER|ADEINE|ADINE|ADINER|HABINER"
"ACACIA","ACACIA","F",2643,"",2643,2688,1,"AKACIA"
"ACACIO","ACACIO","M",33,8085,8118,8205,1,"AKACIO"
"ACADIO","ACADIO","M","",38,38,38,1,""
"ACAIO","ACAIO","M","",48,48,48,1,""
"ACARCIO","ACARCIO","M","",20,20,20,1,""
"ACARI","ACARI","M","",92,92,122,1,"ACARY"
"ACARY","ACARI","M","",30,30,122,1,"ACARI"
"ACASIO","ACASIO","M","",1342,1342,1367,1,"AKASIO"
"ACASSIA","ACASSIA","F",1258,"",1258,1305,1,"AKASSIA"
"ACASSIANO","ACASSIANO","M","",32,32,32,1,""
"ACASSIO","ACASSIO","M",20,4107,4127,4205,1,"AKASSIO"
"ACATIA","ACATIA","F",39,"",39,71,1,"AKATIA"
"ACAUA","ACAUA","M","",201,201,273,1,"AKAUA"
"ACAUAN","ACAUAN","M","",106,106,169,1,"AKAUAN"
"ACAZ","ACAZ","M","",50,50,50,1,""
"ACCACIO","ACCACIO","M","",95,95,95,1,""
"ACEBIAS","ACEBIAS","M","",51,51,51,1,""
"ACEDINA","ACEDINA","F",84,"",84,84,1,""
"ACEDIR","ACEDIR","M","",61,61,61,1,""
"ACEIR","ACIR","M","",32,32,5973,1,"ACI|ACIR|ACY|ACYR|AKI"
"ACEL","ACIEL","M","",32,32,296,1,"ACIEL|ACIL|ACIOL|AKEL|AKIL"
"ACELA","AKILA","F",67,"",67,1572,1,"ACILA|ACLA|AKILA|AKLA|AKUILA|AKYLA|HAKILA"
"ACELI","ACIOLI","F",193,42,235,677,0.82,"ACELIR|ACELY|ACEOLI|ACIELI|ACIOLI|ACIOLY|ACLEI|AKELI"
"ACELIA","ACELIA","F",337,"",337,641,1,"ACILIA|ACLAIR"
"ACELINA","ACELINA","F",978,"",978,1083,1,"ACILINA|ACIOLINA"
"ACELINE","AKELINE","F",22,"",22,73,1,"AKELINE"
"ACELINO","ACELINO","M","",2604,2604,2873,1,"ACILINO|ACIOLINO|ACYLINO"
"ACELIO","ACELIO","M","",553,553,821,1,"ACILIO"
"ACELIR","ACIOLI","F",23,"",23,677,1,"ACELI|ACELY|ACEOLI|ACIELI|ACIOLI|ACIOLY|ACLEI|AKELI"
"ACELMO","ACELMO","M","",325,325,325,1,""
"ACELON","ACILON","M","",36,36,495,1,"ACILOM|ACILON"
"ACELSO","ACELSO","M","",22,22,22,1,""
"ACELY","ACIOLI","F",57,"",57,677,1,"ACELI|ACELIR|ACEOLI|ACIELI|ACIOLI|ACIOLY|ACLEI|AKELI"
"ACEMAR","ACEMAR","M","",149,149,149,1,""
"ACEMIR","AKEMI","M","",124,124,1219,1,"AKEMI|AKEMY"
"ACENATE","ACENATE","F",36,"",36,36,1,""
"ACENDINA","ACENDINA","F",91,"",91,91,1,""
"ACENDINO","ACENDINO","M","",400,400,400,1,""
"ACENI","ACENIR","F",30,24,54,289,0.56,"ACENIR|AKENI"
"ACENIL","ACENIL","M","",29,29,29,1,""
"ACENILDA","ACENILDA","F",66,"",66,66,1,""
"ACENILDE","ACENILDE","F",28,"",28,28,1,""
"ACENILDO","ACENILDO","M","",176,176,176,1,""
"ACENILTON","ACENILTON","M","",27,27,27,1,""
"ACENIR","ACENIR","M",78,130,208,289,0.63,"ACENI|AKENI"
"ACENO","ACENO","M","",104,104,197,1,"ACENOR"
"ACENOR","ACENO","M","",93,93,197,1,"ACENO"
"ACER","ACER","M","",38,38,38,1,""
"ACETIDES","ACETIDES","M","",53,53,53,1,""
"ACHELEY","ASHLEY","F",27,"",27,3899,1,"ACHILEI|ACHILEY|ACHLEY|ASHALEY|ASHELEI|ASHELEY|ASHELY|ASHILEI|ASHILEY|ASHILY|ASHLEI|ASHLEY|ASHLY|ASHYLEI|ASHYLEY"
"ACHILA","ACHILA","F",68,"",68,134,1,"ASHILA"
"ACHILEI","ASHLEY","F",46,"",46,3899,1,"ACHELEY|ACHILEY|ACHLEY|ASHALEY|ASHELEI|ASHELEY|ASHELY|ASHILEI|ASHILEY|ASHILY|ASHLEI|ASHLEY|ASHLY|ASHYLEI|ASHYLEY"
"ACHILES","ACHILES","M","",560,560,560,1,""
"ACHILEY","ASHLEY","F",87,"",87,3899,1,"ACHELEY|ACHILEI|ACHLEY|ASHALEY|ASHELEI|ASHELEY|ASHELY|ASHILEI|ASHILEY|ASHILY|ASHLEI|ASHLEY|ASHLY|ASHYLEI|ASHYLEY"
"ACHILIS","ACHILIS","M","",36,36,36,1,""
"ACHILLE","ACHILLE","M","",37,37,37,1,""
"ACHILLES","ACHILLES","M","",262,262,294,1,"ACHYLLES"
"ACHILLEY","ASHLLEY","F",20,"",20,372,1,"ASHELLEY|ASHELLY|ASHILLEY|ASHILLY|ASHLLEY"
"ACHLEY","ASHLEY","F",20,"",20,3899,1,"ACHELEY|ACHILEI|ACHILEY|ASHALEY|ASHELEI|ASHELEY|ASHELY|ASHILEI|ASHILEY|ASHILY|ASHLEI|ASHLEY|ASHLY|ASHYLEI|ASHYLEY"
"ACHYLLES","ACHILLES","M","",32,32,294,1,"ACHILLES"
"ACI","ACIR","M",122,198,320,5973,0.62,"ACEIR|ACIR|ACY|ACYR|AKI"
"ACIARA","ACIARA","F",56,"",56,56,1,""
"ACIDALHA","ACIDALHA","F",27,"",27,27,1,""
"ACIDALIA","ACIDALIA","F",549,"",549,575,1,"ACIDELIA"
"ACIDE","ACIDE","M","",35,35,35,1,""
"ACIDELIA","ACIDALIA","F",26,"",26,575,1,"ACIDALIA"
"ACIDINO","ACIDINO","M","",66,66,66,1,""
"ACIDIO","ACIDIO","M","",109,109,109,1,""
"ACIEL","ACIEL","M","",96,96,296,1,"ACEL|ACIL|ACIOL|AKEL|AKIL"
"ACIELE","ACIOLE","F",48,"",48,222,1,"ACIOLE"
"ACIENE","ACIENE","F",41,"",41,41,1,""
"ACIL","ACIEL","M","",65,65,296,1,"ACEL|ACIEL|ACIOL|AKEL|AKIL"
"ACILA","AKILA","F",83,"",83,1572,1,"ACELA|ACLA|AKILA|AKLA|AKUILA|AKYLA|HAKILA"
"ACILANE","ACILANE","F",24,"",24,24,1,""
"ACILDA","ACILDA","F",289,"",289,289,1,""
"ACILDO","ACILDO","M","",239,239,239,1,""
"ACILEA","ACILEA","F",27,"",27,27,1,""
"ACILEIA","ACILEIA","F",112,"",112,176,1,"ACLEIA"
"ACILEIDE","ACILEIDE","F",93,"",93,144,1,"ACLEIDE"
"ACILENE","ACILENE","F",388,"",388,388,1,""
"ACILIA","ACELIA","F",109,"",109,641,1,"ACELIA|ACLAIR"
"ACILINA","ACELINA","F",54,"",54,1083,1,"ACELINA|ACIOLINA"
"ACILINO","ACELINO","M","",207,207,2873,1,"ACELINO|ACIOLINO|ACYLINO"
"ACILIO","ACELIO","M","",268,268,821,1,"ACELIO"
"ACILO","ACILO","M","",36,36,36,1,""
"ACILOM","ACILON","M","",30,30,495,1,"ACELON|ACILON"
"ACILON","ACILON","M","",429,429,495,1,"ACELON|ACILOM"
"ACIMAR","ACIMAR","M",33,297,330,330,0.9,"ACIMA"
"ACINA","ACINA","F",29,"",29,52,1,"AKINA"
"ACINDINO","ACINDINO","M","",121,121,121,1,""
"ACINEIDE","ACINEIDE","F",33,"",33,33,1,""
"ACINELSON","ACINELSON","M","",21,21,21,1,""
"ACINETE","ACINETE","F",39,"",39,39,1,""
"ACINO","AKINO","M","",27,27,57,1,"AKINO"
"ACINTIA","ACINTIA","F",26,"",26,26,1,""
"ACIO","AKIO","M","",26,26,553,1,"AKIO|AKIYO"
"ACIOL","ACIEL","M","",31,31,296,1,"ACEL|ACIEL|ACIL|AKEL|AKIL"
"ACIOLE","ACIOLE","M","",174,174,222,1,"ACIELE"
"ACIOLI","ACIOLI","M",51,215,266,677,0.81,"ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLY|ACLEI|AKELI"
"ACIOLINA","ACELINA","F",51,"",51,1083,1,"ACELINA|ACILINA"
"ACIOLINO","ACELINO","M","",28,28,2873,1,"ACELINO|ACILINO|ACYLINO"
"ACIOLY","ACIOLI","M","",49,49,677,1,"ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLI|ACLEI|AKELI"
"ACIOMAR","ACIOMAR","M","",60,60,60,1,""
"ACIONE","ACIONE","F",255,156,411,411,0.62,""
"ACIONEIDE","ACIONEIDE","F",42,"",42,42,1,""
"ACIONI","ACIONI","F",43,24,67,114,0.64,"ACIONEI|ACIONIR"
"ACIONIR","ACIONI","F",24,23,47,114,0.51,"ACIONEI|ACIONI"
"ACIR","ACIR","M",106,4594,4700,5973,0.98,"ACEIR|ACI|ACY|ACYR|AKI"
"ACIRA","AKIRA","F",49,"",49,1362,1,"AKIRA|AKYRA"
"ACIREMA","ACIREMA","F",58,"",58,58,1,""
"ACIRENE","ACIRENE","F",48,"",48,48,1,""
"ACIRES","AKIRES","F",21,"",21,62,1,"AKIRES"
"ACIRIA","ACIRIA","F",54,"",54,87,1,"AKIRIA"
"ACIRIO","ACIRIO","M","",47,47,47,1,""
"ACIRLENE","ACIRLENE","F",35,"",35,35,1,""
"ACIRO","AKIHIRO","M","",20,20,81,1,"AKIHIRO"
"ACISA","AKISA","F",20,"",20,106,1,"AKISA|AKIZA"
"ACISIO","ACISIO","M","",78,78,78,1,""
"ACIVAL","ACIVAL","M","",80,80,80,1,""
"ACIVALDO","ACIVALDO","M","",152,152,152,1,""
"ACKSON","ACKSON","M","",167,167,167,1,""
"ACLA","AKILA","F",103,38,141,1572,0.73,"ACELA|ACILA|AKILA|AKLA|AKUILA|AKYLA|HAKILA"
"ACLAILTON","ACLAILTON","M","",33,33,55,1,"ACLEILTON"
"ACLAIR","ACELIA","F",117,78,195,641,0.6,"ACELIA|ACILIA"
"ACLECIA","ACLECIA","F",280,"",280,280,1,""
"ACLECIANA","ACLECIANA","F",34,"",34,34,1,""
"ACLECIANE","ACLECIANE","F",32,"",32,32,1,""
"ACLECIANO","ACLECIANO","M","",40,40,40,1,""
"ACLECIO","ACLECIO","M","",566,566,566,1,""
"ACLEDISON","ACLEDISON","M","",21,21,21,1,""
"ACLEDSON","ACLEDSON","M","",41,41,41,1,""
"ACLEI","ACIOLI","M","",22,22,677,1,"ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLI|ACIOLY|AKELI"
"ACLEIA","ACILEIA","F",64,"",64,176,1,"ACILEIA"
"ACLEIDE","ACILEIDE","F",51,"",51,144,1,"ACILEIDE"
"ACLEILTON","ACLAILTON","M","",22,22,55,1,"ACLAILTON"
"ACLEITON","ACLEITON","M","",43,43,43,1,""
"ACLES","AKILES","M","",50,50,331,1,"AKILES"
"ACLESIA","ACLESIA","F",97,"",97,97,1,""
"ACLESIO","ACLESIO","M","",200,200,221,1,"ACLEZIO"
"ACLEZIO","ACLESIO","M","",21,21,221,1,"ACLESIO"
"ACLIDES","ACLIDES","M","",24,24,24,1,""
"ACLIMAR","ACLIMAR","M","",20,20,20,1,""
"ACLINIO","ACLINIO","M","",31,31,31,1,""
"ACLIS","AKILIS","M","",23,23,123,1,"AKILIS"
"ACLISIO","ACLISIO","M","",81,81,81,1,""
"ACRESIO","ACRESIO","M","",29,29,29,1,""
"ACRICIA","ACRICIA","F",48,"",48,48,1,""
"ACRICIO","ACRICIO","M","",69,69,69,1,""
"ACRINALDO","ACRINALDO","M","",20,20,20,1,""
"ACRISIA","ACRISIA","F",36,"",36,36,1,""
"ACRISIO","ACRISIO","M","",1335,1335,1680,1,"ACRIZIO"
"ACRIZIO","ACRISIO","M","",345,345,1680,1,"ACRISIO"
"ACSA","ACSA","F",1751,21,1772,2085,0.99,"ACZA|AKSA|AKZA"
"ACSEL","ACSEL","M","",39,39,66,1,"AKSEL"
"ACSIA","ACSIA","F",31,"",31,31,1,""
"ACSON","AKSON","M","",191,191,485,1,"AKSON"
"ACSSA","ACSSA","F",61,"",61,96,1,"AKSSA"
"ACTON","ACTON","M","",35,35,35,1,""
"ACUCENA","ACUCENA","F",490,"",490,490,1,""
"ACURCIO","ACURCIO","M","",37,37,37,1,""
"ACY","ACIR","F",154,131,285,5973,0.54,"ACEIR|ACI|ACIR|ACYR|AKI"
"ACYLINO","ACELINO","M","",34,34,2873,1,"ACELINO|ACILINO|ACIOLINO"
"ACYR","ACIR","M",44,541,585,5973,0.92,"ACEIR|ACI|ACIR|ACY|AKI"
"ACZA","ACSA","F",137,"",137,2085,1,"ACSA|AKSA|AKZA"
"ADA","ADA","F",5029,266,5295,5583,0.95,"ABA|ADAH|ADAR|ADHA|HADA"
"ADABEL","ABADIL","M","",32,32,133,1,"ABADIL"
"ADACI","ADACIR","F",236,72,308,798,0.77,"ADACIR|ADACY"
"ADACIA","ADACIA","F",232,"",232,293,1,"HADACIA"
"ADACIEL","ADACIL","M","",21,21,48,1,"ADACIL"
"ADACIL","ADACIL","M","",27,27,48,1,"ADACIEL"
"ADACILDA","ADACILDA","F",21,"",21,21,1,""
"ADACILDO","ADACILDO","M","",28,28,28,1,""
"ADACIO","ADACIO","M","",62,62,62,1,""
"ADACIR","ADACIR","M",116,320,436,798,0.73,"ADACI|ADACY"
"ADACY","ADACIR","F",54,"",54,798,1,"ADACI|ADACIR"
"ADADILSON","ADADILSON","M","",22,22,22,1,""
"ADAEL","ABEL","M","",301,301,42182,1,"ABEL|ABIAIL|ABIEL|ABIL|ADAHIL|ADAHYL|ADAIL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL"
"ADAELCIO","ADELCIO","M","",37,37,3321,1,"ADALCIO|ADELCIO|ADILCIO|ADULCIO"
"ADAELI","ADELIR","F",23,"",23,8037,1,"ABELI|ABILI|ADALI|ADALIR|ADALY|ADELEI|ADELI|ADELIR|ADELY|ADIELI|ADIELY|ADILEI|ADILEY|ADILI|ADLEI|ADLEY|ADLI|ADLY|ADOLI|ADOLIR|HADLEY"
"ADAELIO","ABILIO","M","",26,26,25665,1,"ABELIO|ABILHIO|ABILIO|ABLIO|ADAILIO|ADALIO|ADELIO|ADILHIO|ADILIO|ADLIO|ADUILIO"
"ADAELMA","ADELMA","F",34,"",34,13240,1,"ABELMAR|ABILMAR|ADAILMA|ADALMA|ADALMAR|ADEILMA|ADELMA|ADELMAR|ADIELMA|ADILMA|ADILMAR"
"ADAELMO","ADELMO","M","",21,21,16761,1,"ADALMO|ADEILMO|ADELMO|ADIELMO|ADILMO"
"ADAELSO","ADELSO","M","",27,27,7440,1,"ADAILSO|ADAILZO|ADALSO|ADEILSO|ADEILZO|ADELSO|ADELZO|ADIELSO|ADILSO"
"ADAELSOM","ADILSON","M","",24,24,226962,1,"ABEILSON|ABELSON|ADAELSON|ADAILSOM|ADAILSON|ADAILZON|ADALSON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON"
"ADAELSON","ADILSON","M","",610,610,226962,1,"ABEILSON|ABELSON|ADAELSOM|ADAILSOM|ADAILSON|ADAILZON|ADALSON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON"
"ADAELTO","ADALTO","M","",20,20,27206,1,"ADAILTO|ADALTO|ADAULTO|ADEILTO|ADELTO|ADILTO"
"ADAELTON","ADAILTON","M","",203,203,72318,1,"ABEILTON|ADAILTOM|ADAILTON|ADALTOM|ADALTON|ADAYLTON|ADEILTOM|ADEILTON|ADELTOM|ADELTON|ADIELTON|ADILTOM|ADILTON|ADOILTON|HADAILTON"
"ADAENE","ABENER","F",43,"",43,439,1,"ABENE|ABENER|ADENE|ADENER"
"ADAERCIO","ADERCIO","M","",25,25,696,1,"ABERCIO|ADERCIO"
"ADAGIL","ADAGIL","M","",25,25,25,1,""
"ADAGILDA","ADAGILDA","F",37,"",37,37,1,""
"ADAGILSA","ADAGILSA","F",296,"",296,657,1,"ADAGILZA|ADAJILSA|ADAJILZA"
"ADAGILSO","ADAGILSO","M","",48,48,71,1,"ADAGILZO"
"ADAGILSON","ADAGILSON","M","",322,322,363,1,"ADAJILSON"
"ADAGILZA","ADAGILSA","F",283,"",283,657,1,"ADAGILSA|ADAJILSA|ADAJILZA"
"ADAGILZO","ADAGILSO","M","",23,23,71,1,"ADAGILSO"
"ADAGIR","ADAGIR","M","",66,66,66,1,""
"ADAGMAR","ADAGMAR","F",191,36,227,227,0.84,""
"ADAGOBERTO","ADAGOBERTO","M","",93,93,93,1,""
"ADAGUIMAR","ADAGUIMAR","F",36,"",36,36,1,""
"ADAH","ADA","F",47,"",47,5583,1,"ABA|ADA|ADAR|ADHA|HADA"
"ADAHIL","ABEL","M",21,63,84,42182,0.75,"ABEL|ABIAIL|ABIEL|ABIL|ADAEL|ADAHYL|ADAIL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL"
"ADAHIR","ADAIR","F",27,22,49,35049,0.55,"ABIA|ADAHYR|ADAI|ADAIR|ADAY|ADAYR|ADIA|HABIA"
"ADAHYR","ADAIR","F",24,"",24,35049,1,"ABIA|ADAHIR|ADAI|ADAIR|ADAY|ADAYR|ADIA|HABIA"
"ADAI","ADAIR","M",83,277,360,35049,0.77,"ABIA|ADAHIR|ADAHYR|ADAIR|ADAY|ADAYR|ADIA|HABIA"
"ADAIA","ADAIA","F",34,"",34,34,1,""
"ADAIANA","ADAIANA","F",435,"",435,473,1,"ADAYANA"
"ADAIANE","ADAIANE","F",1003,"",1003,1076,1,"ADAYANE"
"ADAIAS","ADAIAS","M",99,1366,1465,1465,0.93,""
"ADAIDE","ADAIDE","F",279,177,456,456,0.61,""
"ADAIDES","ADAIDES","F",94,93,187,187,0.5,""
"ADAIDO","ADAIDO","M","",99,99,99,1,""
"ADAIENE","ADAIENE","F",23,"",23,23,1,""
"ADAIL","ABEL","M",885,5214,6099,42182,0.85,"ABEL|ABIAIL|ABIEL|ABIL|ADAEL|ADAHIL|ADAHYL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL"
